Referencia Product,Descripción,COSTE,Referencia Proveed,Código Proveedor,Nombre Proveedor,Códig Familia,Nombre Familia,Fecha Alta,Bajo pedido,STOCK
AC-003772,Pasador de fijación con bolas GN 124-10-30,"11,300",GN 124-10-30,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,05-08-16,bajo pedido,
AC-003773,Imán de retención GN 51.6-ND-43-27-M5,"8,190",GN 51.6-ND-43-27-M5,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,05-08-16,bajo pedido,
AC-003774,Abrazadera de montaje GN 477-B12-ELS,"5,150",GN 477-B12-ELS,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,05-08-16,bajo pedido,
AC-003818,Tapon llenado con filtro  SMN.80-BA-F40,"10,380",SMN.80-BA-F40,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,13-09-16,bajo pedido,
AC-003819,Anillo Fijación GN 706.2-42-B18-ST,"4,520",GN 706.2-42-B18-ST,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,13-09-16,bajo pedido,
AC-003820,Cabeza de articulación GN 648.1-18-M18x1.5-W,"25,400",GN 648.1-18-M18X1.5-W,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,13-09-16,bajo pedido,
AC-003821,Filtro llenado lateral bayoneta PLRB+C,"19,230",49401,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,13-09-16,bajo pedido,
AC-003822,Posicionador con bloqueo GN 717-8-M12-CK-ST,"4,290",GN 717-8-M12-CK-ST,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,13-09-16,bajo pedido,
AC-003883,Asa M.443 150 N-CH,"1,517",M.443 150 N-CH,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,17-10-16,bajo pedido,
AC-004221,BRIDA DE APRIETE GN 820-75-O,"12,820",GN 820-75-O,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,23-03-17,bajo pedido,
AC-004222,PIE DE APRIETE + 2 TUERCAS GN 708.1-M5-45-A-ST,"0,740",GN 708.1-M5-45-A-ST,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,23-03-17,bajo pedido,
AC-004223,ASA MFH-30-AF 3.5-C6,"1,090",MFH-30-AF 3.5-C6,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,23-03-17,bajo pedido,
AC-004224,BRIDA DE POSICIONAMIENTO GN 843.1-80-ASW,"31,860",GN 843.1-80-ASW,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,23-03-17,bajo pedido,
AC-004225,Bisagra con tope de fricción CFA-65-ERS –SH-6,"6,660",CFA-65-ERS –SH-6,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,23-03-17,bajo pedido,
AC-004226,Posicionador de muelle GN 617-6-AK,"4,950",GN 617-6-AK,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,23-03-17,bajo pedido,
AC-004267,Cierre GN 116.1-VK7-A1,"14,310",GN 116.1-VK7-A1,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,31-03-17,bajo pedido,
AC-004320,GN 115-10-SC-24-2-SW sin bloqueo con cierre VK7 (+llaves),"19,960",GN 115-10-SC-24-2S,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,07-04-17,bajo pedido,
AC-004333,Posicionador muelle  GN 611-M16-10-LS,"1.210,200",GN 611-M16-10-LS,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,11-04-17,bajo pedido,
AC-004334,Bisagra CFM.30 SH-4,"1,650",CFM.30 SH-4,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,11-04-17,bajo pedido,
AC-004335,Imán GN 50-4 HF-16	,"1,550",GN 50-4 HF-16	,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,11-04-17,bajo pedido,
AC-004338,Tirador puerta hidráuilca GN 115.10-DK-8-2-SW,"13,990",GN 115.10-DK-8-2-SW,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,11-04-17,bajo pedido,
AC-004339,Llave para cerradura triángulo GN 119.2-86-DK7-SW	,"2,240",GN 119.2-86-DK7-SW,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,11-04-17,bajo pedido,
AC-004438,Tensor GN 1524-M6-70-NI,"5,500",GN 1524-M6-70-NI,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,16-05-17,bajo pedido,
AC-004450,Llave cerradura GN 119.2-86-VK7-SW,"2,240",GN 119.2-86-VK7-SW,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,18-05-17,bajo pedido,
AC-004521,ASA GN 565.3-20-120-B-SW,"5,720",GN 5653-20-120-B-S,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,19-06-17,bajo pedido,
AC-004522,POSICIONADOR GN 617.1-8-AK,"7,300",GN 617.1-8-AK,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,19-06-17,bajo pedido,
AC-004523,"ASA EPR.110-SH (4-4,5)","3,110","EPR.110-SH (4-4,5)",003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,19-06-17,bajo pedido,
AC-004581,BISAGRA CMM-AL-40-SH-5,"0,000",428649,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,06-07-17,bajo pedido,
AC-004582,TORNILLO GN 732-M6-8-12,"0,000",GN 732-M6-8-12,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,06-07-17,bajo pedido,
AC-004583,TORNILLO GN 732-M5-6-8,"0,000",GN 732-M5-6-8,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,06-07-17,bajo pedido,
AC-004584,CIERRE GN 115-SCH-6 NI NL,"0,000",GN 115-SCH-6 NI NL,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,06-07-17,bajo pedido,
AC-004594,Imán GN 50.4-HF-25-M4,"1,980",GN 50.4-HF-25-M4,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,10-07-17,bajo pedido,
AC-004634,"Respiradero  GN 883-M12X1,5-20-A-MS","0,000","GN 883-M12X1,5-20-A-MS",003021,"ELESA-GANTER IBÉRICA, S.L.",00004,HIDRAULICA,27-07-17,bajo pedido,
AC-004640,TAPON DRENAJE TSD.12x1.5 ROSSO 59944,"0,620",59944,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,16-08-17,bajo pedido,
AC-004641,TAPON LLENADO TCD.16x1.5 nero 58557,"0,590",58557,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,16-08-17,bajo pedido,
AC-004642,"RESPIRADERO GN 884-M12x1,5-A-MS","3,740","GN 884-M12X1,5-A-MS",003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,16-08-17,bajo pedido,
AC-004644,TAPON NIL.T-55-C9,"0,370",NIL.T-55-C9,003021,"ELESA-GANTER IBÉRICA, S.L.",00007,MECANICA,18-08-17,bajo pedido,
AC-001305,SENSOR INDUCTIVO TURCK M12 PNP 4mm,"7,800",BI4-M12-AN6X-H1141,000637,ELION S.A.,00005,ELECTRICIDAD,16-06-14,bajo pedido,
AC-001968,Pulsador Seta Emergencia EAO-LED 24Vdc,"20,960",84-5141.2B20,000637,ELION S.A.,00005,ELECTRICIDAD,13-10-15,bajo pedido,
AC-001969,Caja Seta EAO - d22 Amarilla,"9,130",84-910,000637,ELION S.A.,00005,ELECTRICIDAD,13-10-15,bajo pedido,
AC-003070,"Bloque contactos EAO - Serie 61, 1NA/1NC","5,850",61-8470.12,000637,ELION S.A.,00005,ELECTRICIDAD,12-11-15,bajo pedido,
AC-003071,"Conmutador llave EAO - Serie 61, 2 pos, mantenido.","16,420",61-2201.0/D,000637,ELION S.A.,00005,ELECTRICIDAD,12-11-15,bajo pedido,
AC-003072,Marco Rectangular 18x24mm ,"0,630",92.300,000637,ELION S.A.,00005,ELECTRICIDAD,12-11-15,bajo pedido,
AC-003073,Marco  redondo exterior 18mm,"0,630",61-9210.0,000637,ELION S.A.,00005,ELECTRICIDAD,12-11-15,bajo pedido,
AC-003074,61-8675.11,"10,700",61-8675.11,000637,ELION S.A.,00005,ELECTRICIDAD,12-11-15,bajo pedido,
AC-003075,61-8625.11,"10,700",61-8625.11,000637,ELION S.A.,00005,ELECTRICIDAD,12-11-15,bajo pedido,
AC-003171,"Conector M12, macho, 4 pines, recto PG7      ","2,500",BS8141-0  ,000637,ELION S.A.,00005,ELECTRICIDAD,01-12-15,bajo pedido,
AC-003205,Conector FKM5-FKM5-FSM5/S222,"12,393",FKM5-FKM5-FSM5/S22,000637,ELION S.A.,00005,ELECTRICIDAD,09-12-15,bajo pedido,
AC-003219,"Conector M12, hembra, 4 pines, recto PG7           ","2,500",B8141-0,000637,ELION S.A.,00005,ELECTRICIDAD,10-12-15,bajo pedido,
AC-003231,Encoder Kubler AXIAL con CONECTOR 8.M3668.2523.2122,"98,880",8.M3668.2523.2122,000637,ELION S.A.,00005,ELECTRICIDAD,14-12-15,bajo pedido,
AC-003444,"Conector M12, macho, 5 pines, recto PG7      ","3,300",BS8151-0,000637,ELION S.A.,00005,ELECTRICIDAD,10-03-16,bajo pedido,
AC-003445,"Conector M12, hembra, 5 pines, recto PG7           ","3,300",B8151-0,000637,ELION S.A.,00005,ELECTRICIDAD,10-03-16,bajo pedido,
AC-003477,"Sensor Inductivo M12 x 1 Cable, NO,PNP NI5-G12K-AP6X","55,477",NI5-G12K-AP6X,000637,ELION S.A.,00005,ELECTRICIDAD,22-03-16,bajo pedido,
AC-003510,Encoder Kubler AXIAL con CABLE 8.M3668.2521.2122,"99,760",8.M3668.2521.2122,000637,ELION S.A.,00005,ELECTRICIDAD,11-04-16,bajo pedido,
AC-003524,"Sensor Inductivo M12 x 1 Conn, NO,PNP","10,800",NI8­M12­VP6X­H1141,000637,ELION S.A.,00005,ELECTRICIDAD,18-04-16,bajo pedido,
AC-003563,Sendor Inductivo M12x1 DC PNP M12 Connector,"7,200",BI4-M12-AP6X-H1141,000637,ELION S.A.,00005,ELECTRICIDAD,29-04-16,bajo pedido,
AC-003564,Drag Wire A30 600mm 24V   4…20mA,"213,120",D5.350B.A114.0000,000637,ELION S.A.,00005,ELECTRICIDAD,29-04-16,bajo pedido,
AC-003616,JBBS-48SC-T415B/EX,"297,460",JBBS-48SC-T415B/EX,000637,ELION S.A.,00005,ELECTRICIDAD,26-05-16,bajo pedido,
AC-003697,Encoder Hilo KUBLER D5.5502.M824.2122,"258,230",D5.5502.M824.2122,000637,ELION S.A.,00005,ELECTRICIDAD,27-06-16,bajo pedido,
AC-003782,SENSOR INDUCTIVO M30 BI10-M30-Y1X-H1141,"60,230",BI10-M30-Y1X-H1141,000637,ELION S.A.,00005,ELECTRICIDAD,10-08-16,bajo pedido,
AC-003783,ENCODER ABSOLUTO  CANOPEN EX SENDIX 7068  8.7068.1222.2111,"1.008,810",8.706.812.222.111,000637,ELION S.A.,00005,ELECTRICIDAD,10-08-16,bajo pedido,
AC-003784,SENSOR INDUCTIVO M18 BI5-M18-Y1X-H1141,"50,840",BI5-M18-Y1X-H1141,000637,ELION S.A.,00005,ELECTRICIDAD,10-08-16,bajo pedido,
AC-003974,Sensor Tª TTM150C-203A-CF-LI6-H1140-L100,"68,550",TTM150C-203A-CF-LI,000637,ELION S.A.,00005,ELECTRICIDAD,11-01-17,bajo pedido,
AC-003975,"Termopozo 50mm 1/2"" THW-3-G1/2-A4-L050","21,320",THW-3-G1/2-A4-L050,000637,ELION S.A.,00005,ELECTRICIDAD,11-01-17,bajo pedido,
AC-004072,Encoder Kubler RADIAL con CONECTOR 8.M3668.2524.2122,"99,760",8.M3668.2524.2122,000637,ELION S.A.,00005,ELECTRICIDAD,10-02-17,bajo pedido,
AC-004131,"Conector M12, macho, 4 pines, acodado","2,500",BS8241-0,000637,ELION S.A.,00005,ELECTRICIDAD,03-03-17,bajo pedido,
AC-004132,"Conector M12, hembra, 4 pines, acodado","2,500",B8241-0,000637,ELION S.A.,00005,ELECTRICIDAD,03-03-17,bajo pedido,
AC-004142,"Conector M12, macho, 5 pines, acodado","9,600",BS8251-0,000637,ELION S.A.,00005,ELECTRICIDAD,07-03-17,bajo pedido,
AC-004143,"Conector M12, hembra, 5 pines, acodado","3,300",B8251-0,000637,ELION S.A.,00005,ELECTRICIDAD,07-03-17,bajo pedido,
AC-004384,Encoder montado en el encoder de hilo KUBLER,"133,880",8.M3668.4124.2122,000637,ELION S.A.,00005,ELECTRICIDAD,25-04-17,bajo pedido,
AC-003141,MOTOR 40V BG75X75CI40V PLG75(35:1) + E90R 36V + CE+UL,"1.099,946",BG75X75CI40V,003430,ELMEQ SL,00005,ELECTRICIDAD,25-11-15,bajo pedido,
AC-003142,MOTOR 24V BG45X30 CI 24V,"512,408",BG45X30CI24V,003430,ELMEQ SL,00005,ELECTRICIDAD,25-11-15,bajo pedido,
AC-003250,MOTOR 48V BG95x80CI-48V+PLG75(35:1)+E300R48V,"1.332,300",BG95X80CI48V,003430,ELMEQ SL,00005,ELECTRICIDAD,16-12-15,bajo pedido,
AC-003355,MOTOR 24V BG45X30 CI 24V + E38R (con freno),"608,710",BG45X30C24VE38R,003430,ELMEQ SL,00005,ELECTRICIDAD,29-01-16,bajo pedido,
AC-003629,"BG75X50CI 24V + PLG75 101,5:1 HP","1.180,000",BG75X75CI24V,003430,ELMEQ SL,00005,ELECTRICIDAD,03-06-16,bajo pedido,
AC-003707,MOTOR 24V BG75X50CI + E90R (IP55),"1.280,000",2-1801,003430,ELMEQ SL,00005,ELECTRICIDAD,28-06-16,bajo pedido,
AC-003708,MOTOR 24V BG75X50CI + ALUMINUIM COVER IP65 + AS14X30,"1.133,000",2-1802,003430,ELMEQ SL,00005,ELECTRICIDAD,28-06-16,bajo pedido,
AC-003907,MOTOR 48V BG95x80CI-48V+PLG75(i:101) + FRENO E300R48V,"1.332,300",BG95X80CI48V,003430,ELMEQ SL,00005,ELECTRICIDAD,24-11-16,bajo pedido,
AC-003916,Motor 40V BG75X75CI40V PLG75(70:1) + E90R36V + CE + IP65,"1.162,600",BG75X75CI40V,003430,ELMEQ SL,00005,ELECTRICIDAD,13-12-16,bajo pedido,
AC-003917,Motor 48V BG95x40CI-48V+PLG75HP-100:1+E300R48V CE+IP65,"1.395,000",BG95X40CI48V,003430,ELMEQ SL,00005,ELECTRICIDAD,13-12-16,bajo pedido,
AC-003988,"Motor 24V BG75x50CI-24V+PLG75LN-5,5:1","1.163,660",BG75X50CI24VPLG75L,003430,ELMEQ SL,00005,ELECTRICIDAD,18-01-17,bajo pedido,
AC-003989,Cable potencia BG75CI 6m,"77,800",2.757.340.662,003430,ELMEQ SL,00005,ELECTRICIDAD,18-01-17,bajo pedido,
AC-003990,Cable señales BG75CI 6m,"62,300",2.757.340.654,003430,ELMEQ SL,00005,ELECTRICIDAD,18-01-17,bajo pedido,
AC-004060,MOTOR 40V BG75X50CI + PLG63HP(16.8:1) + E90R,"1.323,080",BG75X50CI40V,003430,ELMEQ SL,00005,ELECTRICIDAD,03-02-17,bajo pedido,
AC-004208,Cable programación - STARTER KIT 27573.35615,"138,750",2.757.335.615,003430,ELMEQ SL,00005,ELECTRICIDAD,21-03-17,bajo pedido,
AC-004213,PLG75HP 35:1 88875.02114,"380,000",2-2349,003430,ELMEQ SL,00005,ELECTRICIDAD,22-03-17,bajo pedido,
AC-004262,Cable POTENCIA BG75CI 3m,"46,000",2-2030,003430,ELMEQ SL,00005,ELECTRICIDAD,31-03-17,bajo pedido,
AC-004263,Cable POTENCIA BG95CI 3m,"72,000",2.757.341.531,003430,ELMEQ SL,00005,ELECTRICIDAD,31-03-17,bajo pedido,
AC-004264,Cable CONTROL BG75/BG95CI 3m,"37,000",2.757.340.650,003430,ELMEQ SL,00005,ELECTRICIDAD,31-03-17,bajo pedido,
AC-004265,Cable FRENO BG75/BG95CI 3m,"0,000",2.757.335.537,003430,ELMEQ SL,00005,ELECTRICIDAD,31-03-17,bajo pedido,
AC-004502,Motor 48V BG95X80 dPro CO+PLG95HP-50:1+E600R24V inside housing,"1.565,000",BG95X80 48VPLG95HP,003430,ELMEQ SL,00005,ELECTRICIDAD,09-06-17,bajo pedido,
AC-004503,Motor 48V BG95X40 dPro CO+PLG95HP-50:1+E600R24V inside housing,"0,000",BG95X40 48VPLG95HP,003430,ELMEQ SL,00005,ELECTRICIDAD,09-06-17,bajo pedido,
AC-004618,Cable señales BG75 1m 27573.40653,"31,000",2757340653,003430,ELMEQ SL,00005,ELECTRICIDAD,19-07-17,bajo pedido,
AC-004619,Cable potencia BG95 1.5m 27573.41530,"0,000",2757341530,003430,ELMEQ SL,00005,ELECTRICIDAD,19-07-17,bajo pedido,
AC-004177,CAJA MADERA EMBALAJE DE 1200 X 800 X INT.800,"62,000",MADERA 120X80X80,003558,EMBALAJES DEL HENARES S.L.,00034,SERVICIOS,14-03-17,bajo pedido,
AC-003066,Caja de 320 * 70 * 218 cuadro electrico,"460,000",,003197,"EMBALAJES HERRERO, S.L.",00034,SERVICIOS,11-11-15,bajo pedido,
AC-003067,Tacos para estiba con certificado fitosanitario según normativa NIMF-15,"8,000",,003197,"EMBALAJES HERRERO, S.L.",00034,SERVICIOS,11-11-15,bajo pedido,
AC--003060,CARGADOR TC1LT MODULAR 24V 2KW (curva GEL),"600,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,-  -,bajo pedido,
AC-000026,BATERIA 24V 4PZS 320,"1.012,110",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,11-02-10,bajo pedido,
AC-000070,BATERIA 48V 8PZS 400 + CARGADOR TC1LT48V50A,"1.228,100",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,05-04-10,bajo pedido,
AC-000171,BATERIA+CARGADOR 48V,"3.536,883",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,07-07-10,bajo pedido,
AC-000208,BATERIA 24V 8PZS 400,"1.180,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,09-09-10,bajo pedido,
AC-000224,CARGADOR BATERIAS TC1LT48/50 AX,"1.095,393",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,23-12-10,bajo pedido,
AC-000300,CARGADOR RADIDO 8TSE 24/80,"530,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,09-09-10,bajo pedido,
AC-000342,BATERIA 48V 4PZS 420 AX + BK,"2.615,091",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,28-09-10,bajo pedido,
AC-000343,CARGADOR 8TSE 48/100 AIR PUMP,"1.238,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,28-09-10,bajo pedido,
AC-000344,BATERIA 48V 3PZS 375 RELLENO GRAVEDAD SIN AIRE,"2.244,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,29-09-10,bajo pedido,
AC-000345,CARGADOR TE 48/60 SIN AIRE,"460,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,29-09-10,bajo pedido,
AC-000488,24 ELEMENTOS BATERIAS 7 PZS420,"2.359,760",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,02-06-11,bajo pedido,
AC-000562,REPARACION CARGADOR ARESA,"201,400",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,12-09-11,bajo pedido,
AC-000604,BATERIA 48V 6PzS 750 AX,"3.600,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,13-01-12,bajo pedido,
AC-000605,CARGADOR BATERIA 8TSE48/180+AIR PUMP,"1.375,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,13-01-12,bajo pedido,
AC-000644,BATERIA XFC 48V 354AH 1150x515x370,"3.387,500",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,23-02-12,bajo pedido,
AC-000645,CARGADOR XFC 48V 140A,"1.135,000",TC3 LT 48/140,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,23-02-12,bajo pedido,
AC-000660,BATERIA 48V 8PZS 720,"3.791,000",48V 8 PZS 720,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,01-03-12,bajo pedido,
AC-000661,CARGADOR BATERIAS TC3 LT 48/115,"1.638,000",TC3 LT 48/115,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,01-03-12,bajo pedido,
AC-000738,BATERIA 48V 5PzS 625 AX,"2.819,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,11-05-12,bajo pedido,
AC-000739,LIFE TECH TC3 LT 48/100AX,"1.584,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,11-05-12,bajo pedido,
AC-000740,BATERIA PERFECT PLUS 48 V 4 PzS 420,"2.226,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,16-05-12,bajo pedido,
AC-000741,CARGADOR LIFE TECH TC1LT48/50,"620,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,16-05-12,bajo pedido,
AC-000783,BATERIA 48V 5PZS 400,"2.258,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,27-06-12,bajo pedido,
AC-000870,BATERIA 48V 7PZS 420 AX (2 COFRES),"3.068,785",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,21-01-13,bajo pedido,
AC-000877,BATERIA 24V 3PZS 420 795x210x755,"1.203,360",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,28-01-13,bajo pedido,
AC-000937,BATERÍA XFC 48V 750AH (2 COFRES),"6.557,410",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,06-05-13,bajo pedido,
AC-000938,CARGADOR LIFE SPEED IQ 21KW 24/36/48,"2.630,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,06-05-13,bajo pedido,
AC-000966,BATERIA 48V 6PzS 480 AX,"2.863,333",48 V 6 PZS 480 AX,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,20-05-13,bajo pedido,
AC-000991,BATERIA 48V 12 XFC 500,"4.500,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,14-06-13,bajo pedido,
AC-000992,CARGADOR LIFE SPEED IQ 14 KW 24/36/48,"2.000,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,14-06-13,bajo pedido,
AC-000994,BATERIA 48V PZS 450 AX  (808X594X525),"2.729,750",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,17-06-13,bajo pedido,
AC-001021,CARGADOR LIFETECH TC3LT48/240,"2.160,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,29-07-13,bajo pedido,
AC-001022,BATERIA 48V 5PzV 625,"4.875,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,29-07-13,bajo pedido,
AC-001023,ECOTASA BATERIA,"15,475",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,29-07-13,bajo pedido,
AC-001029,CARGADOR BATERIA TC3 LT 48/75 AX,"1.580,000",TC3 LT48/75 AX,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,09-08-13,bajo pedido,
AC-001153,BATERIA 48V 6PZS 300 AX+BK 827X378X310,"2.392,070",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,29-01-14,bajo pedido,
AC-001167,BATERIA 48V 6PZS 300 AX+BK,"1.196,035",48V 6PZS 300 AX+BK,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00007,MECANICA,18-02-14,bajo pedido,
AC-001361,BATERIA DTA-6813 24V 6PZS 300,"1.278,235",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,10-09-14,bajo pedido,
AC-001362,TC1LT MODULAR 24 V 2 KW + AX,"925,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,10-09-14,bajo pedido,
AC-001398,BATERIA 48V 6PZS 540 BK+AX,"3.350,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,14-10-14,bajo pedido,
AC-001399,CARGADOR TC1LT MODULAR 36/48 3KW AX,"1.068,200",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,14-10-14,bajo pedido,
AC-001408,CARGADOR BAT TC1 LT MODULAR 48V 3KW AX,"1.095,333",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,29-10-14,bajo pedido,
AC-001415,BATERIA 48V 5PzS 400 BK+AX,"2.644,090",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,30-10-14,bajo pedido,
AC-001416,CARGADOR 8 TSE48/100 AIR PUMP,"1.286,667",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,30-10-14,bajo pedido,
AC-001465,BATERIA 48V 3PZS 375 AX,"2.250,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,19-11-14,bajo pedido,
AC-001466,CARGADOR 8TSE48/80 AIR PUMP,"1.150,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,19-11-14,bajo pedido,
AC-001655,BATERIA 48V 3PzS 420 AX+BK,"2.475,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,06-04-15,bajo pedido,
AC-001665,BATERIA 48V 4PzS 500 AX+BK,"2.860,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,09-04-15,bajo pedido,
AC-001699,BATERIA 24V 18 XFC  390,"2.890,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,19-05-15,bajo pedido,
AC-001700,CARGADOR TC3 Modular IQ M4 24/36/48V 10.5KW,"1.715,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,19-05-15,bajo pedido,
AC-001729,BATERÍA 12XFC 85,"255,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,08-06-15,bajo pedido,
AC-001805,BATERIA 48V 8PzS 400 AX+ BK,"2.885,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,10-07-15,bajo pedido,
AC-001814,BATERIA XFC 48V 354A DTA-6886,"3.495,000",,000626,ENERSYS-ACUMULADORES INDUS. ENERSYS,00005,ELECTRICIDAD,17-07-15,bajo pedido,
